repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
Small-tailqwq/dsh-tps,verified_plugin,Public source with dsh plugin add install command and declared dsh.bundle; front-end Web UI badge.,Real-time tokens-per-second badge rendered in the DSH Web UI 'Deep diving…' status line.,dsh plugin --profile web add github:dsh-external/dsh-tps,BSD-3-Clause,low,"Pure front-end, derived from session snapshot; no network/store/event listeners. Requires applying a manual patch to ui-conversation (turnStatus slot) before use.",web_ui,README 方式二: `dsh plugin --profile web add github:dsh-external/dsh-tps`; declares dsh.bundle with cordis.yml patch; dsh.profile.bundles endpoint docs; BSD-3-Clause.,2026-08-14
SnowCrescenter-tech/dsh-launcher,watchlist,DSH-related but not a loadable plugin: it is a portable Windows launcher/wrapper for DeepSeek Harness with no dsh plugin mount path.,Portable Windows launcher bundling node.exe + @deepseek-ai/dsh@0.1.0-rc.6; double-click to start the Web UI.,,MIT,low,Writes the user's DeepSeek API key to a local config and starts the service/browser; no plugin API surface.,ecosystem,"README describes a portable green launcher (启动.bat, node.exe, bundled runtime); no dsh plugin / cordis / dsh.bundle mount path; MIT licensed.",2026-08-14
spike-faye-lei/spike-faye-lei-dsh-skills,verified_skill,Explicitly a skills collection with a documented .dsh/skills install path (flatten.sh) and SKILL.md format.,"Curated collection of 1300+ skills and 94 agents for DeepSeek Harness, flattened into ~/.dsh/skills/.",./flatten.sh,MIT,low,Static SKILL.md files with no runtime code; individual skills retain their own licenses/behavior.,skills,README 安装: `./flatten.sh` flattens skills into ~/.dsh/skills/; skills are <name>/SKILL.md with frontmatter; MIT for the collection structure.,2026-08-14
stushansusu/dsh-miku-skin,verified_plugin,"Public source with native install command, dsh.profile.bundles mount, and apply/dispose contract.","Hatsune Miku theme skin for the DSH Web GUI (gradient, glassmorphism, light/dark themes, custom background).","dsh plugin --profile web add ""link:<本仓库绝对路径>""",BSD-3-Clause,low,"Presentation-only skin: no services, no events, no model requests; styles scoped under body[data-dsh-miku].",web_ui,"README 安装到 DSH: `dsh plugin --profile web add ""link:<本仓库绝对路径>""`; dsh.profile.bundles append; apply()/dispose contract; BSD-3-Clause LICENSE.",2026-08-14
syy-shark/dsh-music-plugin,verified_plugin,README documents a native Cordis mount (`npx @deepseek-ai/dsh web --patch .../cordis.yml`) and package.json carries a `dsh` field; identifiable music-tool function and MIT license.,音乐播放工具插件：注册 music_play/music_pause/music_resume/music_skip/music_status 工具（当前为内存队列骨架）,npx @deepseek-ai/dsh web --patch /Users/shark/项目/DSH-music-plugin/cordis.yml,MIT,low,本地内存播放队列，无网络/API/凭据；后续计划接入本地文件或 afplay/mpv 播放,fun,README（cordis.yml --patch 挂载、dsh plugin add 计划）+ package.json（dsh 字段、MIT）,2026-08-14
Tieboyh/dsh-session-search,verified_plugin,README documents native `~/.dsh/config.yaml` insert mount (id=dsh-session-search → lib/index.js) and a dshx install command; identifiable session-search function and BSD-3-Clause license.,跨 agent 会话搜索：agent_session_search / agent_session_read 只读扫描 dsh/codex/claude/pi/opencode 会话历史,dshx install dsh-session-search ./dsh-session-search,BSD-3-Clause,medium,只读扫描本地多个 agent 的会话历史文件（可能含敏感内容/凭据），无网络上传；仅用 rg 做候选文件筛选,session_chat,README（dshx 安装 + ~/.dsh/config.yaml insert 挂载）,2026-08-14
Tyan66666/billion-context-dsh,verified_plugin,README documents `npm install billion-context-dsh` plus a DSH host-composition mount row (compaction backend `billion-context-dsh`); identifiable ACP context-compression function and MIT license.,模型驱动的上下文压缩（ACP）：compress/decompress/search_context/acp_status 工具 + /acp 命令,npm install billion-context-dsh,MIT,medium,操作本地会话日志（surfaceOp replace/shadow 摘要），无网络/凭据；由模型决定何时压缩上下文,memory_persona,README（npm install + composition 挂载行 - id: compaction-billion-context）,2026-08-14
vexpaer/ContextGate,verified_plugin,README documents a `cordis.yml` plugin declaration (`plugins: contextgate: path: ./node_modules/contextgate`) and cordis_define/cordis_run dynamic-plugin loading; identifiable context-folding function and MIT license.,上下文折叠闸门：拦截 llm/stream，超阈值时由 LLM gatekeeper 逐条判定并折叠无关历史以省 token,npm install contextgate,MIT,medium,将会话消息发送给 gatekeeper 小模型做相关性判定（网络/API 调用），低置信时可 UI 询问用户确认折叠,memory_persona,README（cordis.yml 声明 + cordis_define/cordis_run 动态插件路径）,2026-08-14
vibeinging/dsh-agent-budget,verified_plugin,README documents native `dsh plugin --profile web add -w github:dsh-external/dsh-agent-budget#<commit>` and a cordis.patch.yml bundle; package.json carries a `dsh` field; identifiable token-budget function.,agent 树 token 预算与绝对截止时间：/budget 命令 + set/get_agent_budget 工具，软/硬额度准入控制,dsh plugin --profile web add -w github:dsh-external/dsh-agent-budget#<reviewed-commit>,UNLICENSED,low,本地 token 计费/准入控制，无网络/凭据；仅观测 provider 用量并在调度前拒绝超限请求,developer_tools,README（dsh plugin add -w + cordis.patch.yml）+ package.json（dsh 字段、UNLICENSED）,2026-08-14
vibeinging/dsh-tool-search,verified_plugin,README documents native `dsh plugin --profile <profile> add -w github:dsh-external/dsh-tool-search#<commit>` and a dsh.bundle.patch; package.json carries a `dsh` field; identifiable tool-discovery function and MIT license.,按 agent 按需工具发现与渐进式 schema 披露：scope-local tool_search 工具 + 单调选择 invariant,dsh plugin --profile web add -w github:dsh-external/dsh-tool-search#<reviewed-commit>,MIT,low,仅限制/披露工具 schema，无网络/凭据/文件访问；不改 agent-loop,developer_tools,README（dsh plugin add -w + dsh.bundle.patch）+ package.json（dsh 字段、MIT）,2026-08-14
vibeinging/dsh-turn-navigator,verified_plugin,"README documents native `dsh plugin --profile web add -w ""/path/to/dsh-turn-navigator""`; package.json carries a `dsh` field; identifiable Web turn-navigation function and BSD-3-Clause license.",DSH Web 会话转向导航器：悬浮预览用户轮次、点击跳转，跟随会话滚动,"dsh plugin --profile web add -w ""/path/to/dsh-turn-navigator""",BSD-3-Clause,low,仅渲染已有会话数据，无网络/凭据/模型请求变更；注册 conversation.chat.navigator 槽位,web_ui,README（dsh plugin add -w）+ package.json（dsh 字段、BSD-3-Clause）,2026-08-14
william-jin-cmu/dsh-artifact,verified_plugin,README documents native `~/.dsh/config.yaml` insert mount (id=dsh-artifact → lib/index.js) plus dshx/registry install; identifiable file-delivery function and BSD-3-Clause license.,文件交付协议：send_artifact 工具经 tool/result 事件 meta 携带结构化描述子，供任意客户端渲染,dshx install dsh-artifact https://github.com/dsh-external/dsh-artifact,BSD-3-Clause,low,读取本地文件元数据（路径/大小/mime）并写入 tool/result 事件流，无网络/凭据,data_tools,README（~/.dsh/config.yaml insert 挂载 + dshx install）,2026-08-14
yjm110517/content-to-editable-ppt-skill,rejected,通用 Codex 风格 agent Skill（$content-to-editable-ppt 斜杠命令，Codex skill-creator 校验），README 无任何 DSH/DeepSeek Harness/Cordis 关系，也非 .dsh/skills 安装路径，仅蹭 dsh-plugin topic,,,Apache-2.0,,,uncategorized,README（SKILL.md + $content-to-editable-ppt 斜杠命令，无 DSH 提及）,2026-08-14
yjm110517/visual-to-editable-ppt-skill,rejected,通用 Codex/本地 Agent Skill（$image-to-editable-ppt 斜杠命令，发送给 Codex 或其他可装 Skill 的 Agent 安装），README 无任何 DSH/DeepSeek Harness/Cordis 关系，仅蹭 dsh-plugin topic,,,Apache-2.0,,,uncategorized,README（SKILL.md + $image-to-editable-ppt 斜杠命令，无 DSH 提及）,2026-08-14
yoke233/dsh-pixel-whale,verified_plugin,README documents native `dsh plugin --profile web add github:yoke233/dsh-pixel-whale`; package.json carries a `dsh` field; identifiable UI-companion function and MIT license.,像素鲸鱼动画伴侣：会话运行时在 Deep diving 状态前显示动画像素鲸鱼，随轮次结束消失,dsh plugin --profile web add github:yoke233/dsh-pixel-whale,MIT,low,纯 Web UI 装饰，无网络/凭据/模型请求变更，不写会话数据,fun,README（dsh plugin add + conversation.input.dock 挂载）+ package.json（dsh 字段、MIT）,2026-08-14
yoke233/dsh-prime-agent,verified_plugin,README documents native `dsh plugin --profile web add ./dsh-prime-agent` and a cordis.patch.yml bundle; package.json carries a `dsh` field; identifiable RLM control-plane function and MIT license.,RLM 持久工作区控制平面：prime_context / prime_refine 工具 + Code Mode 编排 subagent、后台任务与持久学习,dsh plugin --profile web add ./dsh-prime-agent,MIT,high,要求 Code Mode（run_code 代码执行）与 subagent/job_output 编排工具，涉及 shell/代码执行与本地状态持久化,memory_persona,README（dsh plugin add + cordis.patch.yml）+ package.json（dsh 字段、MIT）,2026-08-14
yoke233/dsh-tool-monitor,verified_plugin,README documents native load path `dsh plugin --profile web add github:yoke233/dsh-tool-monitor` and a clear function (subscribing to existing background jobs).,订阅已运行的 Bash/PowerShell 后台 Job 输出，按正则匹配完整行后向 Agent 投递事件，用于长期运行服务的错误即时提醒（惰性 tee，不重复执行命令）。,dsh plugin --profile web add github:yoke233/dsh-tool-monitor,MIT,low,读取本地后台 Job 输出并注入会话事件；无网络、无新进程、无凭据访问。,diagnostics,"README.md (HEAD): install command, tool params (job_id/pattern), architecture diagram; MIT license.",2026-08-14
yuezengwu/dsh-explain,verified_plugin,README documents native load path `npx @deepseek-ai/dsh@0.1.0-rc.6 plugin --profile web add github:yuezengwu/dsh-explain` plus `/explain` usage and first-party conversation.view/settings.section slots.,DSH 本地优先学习模式：跨会话全局学习线程，/explain 按来源讲解，ExplainContext 与压缩，内置设置与诊断界面。,npx @deepseek-ai/dsh@0.1.0-rc.6 plugin --profile web add github:yuezengwu/dsh-explain,MIT,medium,本地 SQLite 存储学习线程（$DSH_HOME/dsh-explain/v1/thread.sqlite）；向 DSH 配置的辅助模型发送网络请求；无 shell/浏览器/凭据访问。,memory_persona,"README.md (HEAD): Install section with npx dsh plugin add, /explain commands, ExplainContext, settings.section; MIT.",2026-08-14
yumimanji/dsh-ui-spec,verified_plugin,README documents native load path `dsh plugin --profile web add dsh-ui-spec` (plus `npm install dsh-ui-spec`) and the `analyze_ui_image` tool.,将 UI 截图/线框图/参考图转为结构化前端规格：sharp 确定性几何（尺寸/配色/栅格/组件框/间距）+ 可选视觉模型语义层，输出 JSON + Markdown。,dsh plugin --profile web add dsh-ui-spec,MIT,medium,读取本地图片文件；可选视觉 API（DSH_UI_SPEC_VISION_API_KEY，回退 DEEPSEEK_API_KEY/OPENAI_API_KEY）网络请求。,vision,"README.md (HEAD): Install section, env-var config, analyze_ui_image tool table; MIT.",2026-08-14
yuxino/dsh-blue-whale-maid,verified_plugin,README declares `dsh.bundle` and documents native load path `dsh plugin --profile web add github:yuxino/dsh-blue-whale-maid`; function (desktop pet notifier) is clear.,dsh web 桌面宠物插件（蓝鲸女仆）：任务完成提醒、进度播报、等待/失败动画、会话跳转按钮。,dsh plugin --profile web add github:yuxino/dsh-blue-whale-maid,MIT,low,纯 Web GUI 桌面宠物/通知，仅本地渲染，无网络/凭据/文件访问。代码 MIT；精灵图等素材 © simashui，不可商用。,web_ui,"README.md (HEAD): dsh.bundle 声明, install/remove 命令, cordis.patch.yml disable 说明; 代码 MIT, 素材非 MIT (NOASSERTION)。",2026-08-14
YYTbit/dsh-plugin-agent-dashboard,verified_plugin,README documents native load path `dsh plugin --profile your-profile add dsh-plugin-agent-dashboard`; package.json has `dsh.bundle.patch` -> cordis.patch.yml.,教 Agent 生成结构化多代理状态报告：状态跟踪、任务依赖可视化、进度指示、时间跟踪。,dsh plugin --profile your-profile add dsh-plugin-agent-dashboard,MIT,low,仅注入提示/指令，无自身文件/网络/凭据访问。,diagnostics,README.md (HEAD) install command; package.json `dsh.bundle.patch: ./cordis.patch.yml`; MIT.,2026-08-14
YYTbit/dsh-plugin-auto-docs,verified_plugin,README documents native load path `dsh plugin --profile your-profile add dsh-plugin-auto-docs`; package.json has `dsh.bundle.patch` -> cordis.patch.yml.,教 Agent 生成文档：README、API 文档、变更日志、内联 JSDoc 注释。,dsh plugin --profile your-profile add dsh-plugin-auto-docs,MIT,low,仅注入提示/指令，指导 Agent 读代码写文档，无自身网络/凭据访问。,developer_tools,README.md (HEAD) install command; package.json `dsh.bundle.patch: ./cordis.patch.yml`; MIT.,2026-08-14
